"study_id","fcs_files","cluster_id","label","fcs_names","TIME","CELL_LENGTH","DEAD","CD19","CD4","CD8","IGD","CD85J","CD16","CD3","CD38","CD27","CD14","CD94","CCR7","CD45RA","CD20","CD127","CD33","CD28","CD24","CD161","TCRGD","CD56","HLADR","CD25","DNA1","DNA2","fraction"
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0059_cells_found.573523.fcs","cluster24","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|CD56+|HLADR-|IGD-","11-0059_cells_found.573523.fcs",612445.5,40.5,-0.00324491564242635,-0.060212442651391,-0.0329221226274967,0.738892585039139,-0.0576876364648342,0.191424012184143,3.01338052749634,0.387156382203102,4.03875017166138,0.425645545125008,-0.0129934269934893,1.62877357006073,-0.00326903816312551,5.42711067199707,0.417179092764854,-0.0451382864266634,-0.0101267392747104,-0.0170367751270533,-0.0396242775022984,0.566251248121262,-0.0481874775141478,2.73154950141907,0.599530458450317,-0.0322497244924307,6.27589631080627,6.75206279754639,0.072
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0445_cells_found.573686.fcs","cluster24","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|CD56+|HLADR-|IGD-","11-0445_cells_found.573686.fcs",535711.5,40,-0.00571392755955458,-0.0619021654129028,-0.0384361203759909,0.4315135627985,-0.0704899057745934,0.565078496932983,2.63352370262146,0.245206922292709,3.5820232629776,0.247311532497406,-0.0168373738415539,2.24808621406555,-0.0241881357505918,4.96592450141907,0.14196815341711,-0.0551735050976276,-0.015284810680896,-0.057347921654582,-0.0494057312607765,0.227100640535355,-0.0500949434936047,2.96437668800354,0.597480535507202,-0.0368933230638504,6.51386117935181,6.93156433105469,0.128
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0462_cells_found.573690.fcs","cluster24","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|CD56+|HLADR-|IGD-","11-0462_cells_found.573690.fcs",662631,41,-0.00267737940885127,-0.0581596866250038,-0.0546497888863087,-0.0164090599864721,-0.0584783926606178,0.0185654629021883,1.78224563598633,0.0954330116510391,2.2825882434845,0.0499370284378529,-0.0214092060923576,3.58171391487122,0.00359136750921607,5.66854286193848,0.291000664234161,-0.0591915957629681,-0.0580113083124161,-0.0567978620529175,-0.0582978427410126,0.0810777917504311,-0.0472262427210808,3.42001700401306,0.309442400932312,-0.0311155132949352,6.4439697265625,6.87028455734253,0.125
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0491-1_cells_found.573697.fcs","cluster24","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|CD56+|HLADR-|IGD-","11-0491-1_cells_found.573697.fcs",475502.5,34.5,0.0678593615884893,-0.0408722013235092,-0.0286256545223296,0.208715885877609,-0.0502103548496962,0.407334506511688,1.74039667844772,-0.00272418156964704,3.81341409683228,0.319896042346954,-0.035123591311276,1.76073426008224,0.168679349124432,2.74268305301666,-0.00673971720971167,-0.0359170567244291,0.20455115288496,-0.0178212816826999,-0.0761813558638096,1.60585010051727,-0.0372163485735655,2.2283753156662,0.0815341547131538,-0.0552610717713833,4.92235088348389,5.45999670028687,0.022
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0059_cells_found.573523.fcs","cluster25","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|HLADR-|IGD-","11-0059_cells_found.573523.fcs",614448,33,-0.0117487804964185,-0.0599202327430248,-0.0320178456604481,0.314964115619659,-0.0618005767464638,-0.00668000942096114,1.13925421237946,0.186783999204636,2.49663686752319,0.170505404472351,-0.0397165715694427,0.144103422760963,-0.0333987586200237,3.92133021354675,0.201536118984222,-0.0483608469367027,-0.0306279808282852,-0.0182610843330622,-0.0512727536261082,-0.00612505106255412,-0.0599275790154934,1.39160430431366,0.209500819444656,-0.0333502180874348,6.10759305953979,6.56301593780518,0.147
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0445_cells_found.573686.fcs","cluster25","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|HLADR-|IGD-","11-0445_cells_found.573686.fcs",564658.5,36,-0.00846390752121806,-0.0543034896254539,-0.0424558781087399,0.0651996331289411,-0.0622150432318449,0.279825150966644,1.91129350662231,0.146826431155205,3.1101530790329,0.144391693174839,-0.0334227439016104,1.29188311100006,-0.0339639279991388,4.54012179374695,-0.00971154728904366,-0.0556990243494511,-0.0215686969459057,-0.0550203397870064,-0.0528614446520805,-0.00584162562154233,-0.0598618164658546,2.55745661258698,0.398586601018906,-0.0482111014425755,6.4131772518158,6.85346841812134,0.192
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0462_cells_found.573690.fcs","cluster25","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|HLADR-|IGD-","11-0462_cells_found.573690.fcs",651059,35,-0.00611964892596006,-0.0563532002270222,-0.0472803115844727,-0.0404510386288166,-0.0541407540440559,-0.00669035036116838,0.358275353908539,-0.0101845432072878,1.21857333183289,-0.020753126591444,-0.0328061580657959,1.4843738079071,-0.0302471350878477,4.36167192459106,0.0422792695462704,-0.0609801709651947,-0.0543855428695679,-0.0547713674604893,-0.0533552244305611,-0.0320079773664474,-0.0547327175736427,2.34744191169739,0.181444153189659,-0.0421470291912556,6.23670101165771,6.700767993927,0.227
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0491-1_cells_found.573697.fcs","cluster25","CCR7-|CD127-|CD14-|CD19-|CD20-|CD24-|CD25-|CD27-|CD28-|CD3-|CD33-|CD4-|HLADR-|IGD-","11-0491-1_cells_found.573697.fcs",494143,26,0.136837139725685,-0.0617170669138432,-0.0449662543833256,-0.00679273949936032,-0.0523597560822964,-0.0264996811747551,-0.0366100035607815,-0.00419645570218563,0.291666150093079,-0.00305606448091567,-0.0386975631117821,-0.0120732001960278,0.00895999744534492,0.505716025829315,-0.0129115032032132,-0.0603217333555222,-0.0274736266583204,-0.0427934639155865,-0.0723200514912605,-0.0127430036664009,-0.0506378225982189,-0.0259895138442516,-0.00278970785439014,-0.0527563616633415,4.35713481903076,4.78590393066406,0.119
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0059_cells_found.573523.fcs","cluster26","CD127+|CD14-|CD16-|CD161-|CD20-|CD28+|CD3+|CD33-|CD4+|CD56-|CD8-|CD85J-|CD94-|HLADR-|IGD-","11-0059_cells_found.573523.fcs",605316,39,-0.013662613928318,-0.023910766467452,3.2859206199646,0.46006515622139,-0.0327517129480839,-0.0277305208146572,-0.0304171685129404,3.78283524513245,0.682521939277649,3.48887348175049,-0.00951848272234201,-0.0493791103363037,2.08435106277466,1.29444944858551,0.113853521645069,2.38782167434692,0.423252463340759,2.50543737411499,0.200768560171127,-0.0474813580513,-0.0546614900231361,-0.0476555116474628,0.119566984474659,0.175578221678734,6.14158773422241,6.62951183319092,0.121
"Data_SDY420_CyTOF-1","Data/SDY420/ResultFiles/CyTOF_result/11-0445_cells_found.573686.fcs","cluster26","CD127+|CD14-|CD16-|CD161-|CD20-|CD28+|CD3+|CD33-|CD4+|CD56-|CD8-|CD85J-|CD94-|HLADR-|IGD-","11-0445_cells_found.573686.fcs",560229,44.5,-0.0332732144743204,-0.0151582048274577,3.53253281116486,0.560636609792709,-0.0535626597702503,-0.0463364757597446,-0.0419292151927948,4.56093263626099,1.83734917640686,4.2521755695343,0.0411234218627214,-0.0238391840830445,3.38321483135223,3.44007790088654,-0.0286800898611546,1.79875779151917,0.455913618206978,2.30324447154999,0.163956336677074,-0.0578783191740513,-0.0551414787769318,-0.0461924243718386,0.0723999291658401,0.479944601655006,6.29071307182312,6.79614734649658,0.08
